Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,82,121,99,124,2020-05-21-17-02-29,A1
10,True,33,110,122,99,124,2020-05-21-17-02-30,A1
10,True,33,102,123,99,124,2020-05-21-17-02-31,A1
10,True,33,102,124,99,124,2020-05-21-17-02-32,A1
10,True,33,84,125,99,124,2020-05-21-17-02-33,A1
10,True,33,92,126,99,124,2020-05-21-17-02-34,A1
10,True,33,114,127,99,124,2020-05-21-17-02-35,A1
10,True,33,104,128,99,124,2020-05-21-17-02-36,A1
10,True,33,80,129,98,124,2020-05-21-17-02-37,A1
10,True,33,94,130,98,124,2020-05-21-17-02-38,A1
10,True,33,94,131,98,124,2020-05-21-17-02-39,A1
10,True,33,100,132,98,124,2020-05-21-17-02-40,A1
10,True,33,82,133,98,124,2020-05-21-17-02-41,A1
10,True,33,68,134,99,125,2020-05-21-17-02-42,A1
10,True,33,100,135,99,126,2020-05-21-17-02-43,A1
10,True,33,96,136,99,126,2020-05-21-17-02-44,A1
10,True,33,90,137,99,127,2020-05-21-17-02-45,A1
10,True,33,88,138,99,127,2020-05-21-17-02-46,A1
10,True,33,100,139,98,127,2020-05-21-17-02-47,A1
10,True,33,86,140,98,127,2020-05-21-17-02-48,A1
10,True,33,78,141,98,127,2020-05-21-17-02-49,A1
10,True,33,88,142,99,127,2020-05-21-17-02-50,A1
10,True,33,98,143,99,128,2020-05-21-17-02-51,A1
10,True,33,88,144,99,128,2020-05-21-17-02-52,A1
10,True,33,86,145,98,129,2020-05-21-17-02-53,A1
10,True,33,80,146,98,129,2020-05-21-17-02-54,A1
10,True,33,80,147,99,128,2020-05-21-17-02-55,A1
10,True,33,104,148,99,128,2020-05-21-17-02-56,A1
10,True,33,94,149,99,127,2020-05-21-17-02-57,A1
10,True,33,104,150,99,126,2020-05-21-17-02-58,A1
10,True,33,100,151,99,125,2020-05-21-17-02-59,A1
10,True,33,88,152,99,125,2020-05-21-17-03-00,A1
10,True,33,86,153,99,125,2020-05-21-17-03-01,A1
10,True,33,82,154,99,125,2020-05-21-17-03-02,A1
10,True,33,92,155,99,124,2020-05-21-17-03-03,A1
10,True,33,90,156,99,124,2020-05-21-17-03-04,A1
10,True,33,84,157,99,125,2020-05-21-17-03-05,A1
10,True,33,94,158,99,125,2020-05-21-17-03-06,A1
10,True,33,88,159,99,125,2020-05-21-17-03-07,A1
10,True,33,116,160,99,125,2020-05-21-17-03-08,A1
10,True,33,108,161,99,125,2020-05-21-17-03-09,A1
10,True,33,100,162,99,124,2020-05-21-17-03-10,A1
10,True,33,100,163,99,124,2020-05-21-17-03-11,A1
10,True,33,98,164,99,123,2020-05-21-17-03-12,A1
10,True,33,104,165,98,123,2020-05-21-17-03-13,A1
10,True,33,100,166,98,123,2020-05-21-17-03-14,A1
10,True,33,96,167,98,123,2020-05-21-17-03-15,A1
10,True,33,90,168,98,124,2020-05-21-17-03-16,A1
10,True,33,96,169,98,124,2020-05-21-17-03-17,A1
10,True,33,100,170,98,124,2020-05-21-17-03-18,A1
10,True,33,88,171,99,124,2020-05-21-17-03-19,A1
10,True,33,96,172,99,124,2020-05-21-17-03-20,A1
10,True,33,78,173,99,124,2020-05-21-17-03-21,A1
10,True,33,92,174,99,124,2020-05-21-17-03-22,A1
10,True,33,98,175,99,125,2020-05-21-17-03-23,A1
10,True,33,82,176,99,126,2020-05-21-17-03-24,A1
10,True,33,96,177,99,127,2020-05-21-17-03-25,A1
10,True,33,92,178,99,127,2020-05-21-17-03-26,A1
10,True,33,108,179,98,127,2020-05-21-17-03-27,A1
10,True,33,98,180,98,127,2020-05-21-17-03-28,A1
10,True,33,98,181,98,127,2020-05-21-17-03-29,A1
10,True,33,96,182,98,127,2020-05-21-17-03-30,A1
10,True,33,110,183,98,126,2020-05-21-17-03-31,A1
10,True,33,106,184,98,126,2020-05-21-17-03-32,A1
10,True,33,104,185,98,126,2020-05-21-17-03-33,A1
10,True,33,104,186,98,126,2020-05-21-17-03-34,A1
10,True,33,108,187,98,126,2020-05-21-17-03-35,A1
10,True,33,104,188,98,126,2020-05-21-17-03-36,A1
10,True,33,104,189,98,126,2020-05-21-17-03-37,A1
10,True,33,108,190,98,126,2020-05-21-17-03-38,A1
10,True,33,106,191,98,126,2020-05-21-17-03-39,A1
