Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,130,115,99,121,2020-05-21-17-02-27,A1
10,True,33,130,116,99,121,2020-05-21-17-02-28,A1
10,True,33,130,117,99,121,2020-05-21-17-02-29,A1
10,True,33,130,118,99,121,2020-05-21-17-02-30,A1
10,True,33,130,119,99,122,2020-05-21-17-02-31,A1
10,True,33,148,120,98,123,2020-05-21-17-02-32,A1
10,True,33,134,121,98,124,2020-05-21-17-02-33,A1
10,True,33,156,122,98,124,2020-05-21-17-02-34,A1
10,True,33,140,123,98,123,2020-05-21-17-02-35,A1
10,True,33,144,124,98,123,2020-05-21-17-02-36,A1
10,True,33,168,125,98,122,2020-05-21-17-02-37,A1
10,True,33,140,126,98,122,2020-05-21-17-02-38,A1
10,True,33,158,127,98,123,2020-05-21-17-02-39,A1
10,True,33,146,128,99,123,2020-05-21-17-02-40,A1
10,True,33,142,129,99,123,2020-05-21-17-02-41,A1
10,True,33,144,130,99,124,2020-05-21-17-02-42,A1
10,True,33,148,131,99,125,2020-05-21-17-02-43,A1
10,True,33,148,132,99,126,2020-05-21-17-02-44,A1
10,True,33,142,133,99,127,2020-05-21-17-02-45,A1
10,True,33,142,134,99,127,2020-05-21-17-02-46,A1
10,True,33,150,135,99,127,2020-05-21-17-02-47,A1
10,True,33,148,136,99,127,2020-05-21-17-02-48,A1
10,True,33,140,137,99,127,2020-05-21-17-02-49,A1
10,True,33,132,138,98,127,2020-05-21-17-02-50,A1
10,True,33,148,139,98,127,2020-05-21-17-02-51,A1
10,True,33,146,140,99,128,2020-05-21-17-02-52,A1
10,True,33,136,141,99,128,2020-05-21-17-02-53,A1
10,True,33,162,142,98,128,2020-05-21-17-02-54,A1
10,True,33,150,143,98,128,2020-05-21-17-02-55,A1
10,True,33,136,144,98,127,2020-05-21-17-02-56,A1
10,True,33,158,145,98,126,2020-05-21-17-02-57,A1
10,True,33,162,146,98,125,2020-05-21-17-02-58,A1
10,True,33,148,147,98,124,2020-05-21-17-02-59,A1
10,True,33,170,148,98,124,2020-05-21-17-03-00,A1
10,True,33,180,149,98,124,2020-05-21-17-03-01,A1
10,True,33,158,150,98,124,2020-05-21-17-03-02,A1
10,True,33,176,151,99,124,2020-05-21-17-03-03,A1
10,True,33,184,152,99,124,2020-05-21-17-03-04,A1
10,True,33,152,153,99,125,2020-05-21-17-03-05,A1
10,True,33,180,154,99,125,2020-05-21-17-03-06,A1
10,True,33,160,155,99,125,2020-05-21-17-03-07,A1
10,True,33,144,156,99,125,2020-05-21-17-03-08,A1
10,True,33,170,157,99,125,2020-05-21-17-03-09,A1
10,True,33,176,158,99,124,2020-05-21-17-03-10,A1
10,True,33,156,159,99,124,2020-05-21-17-03-11,A1
10,True,33,174,160,99,124,2020-05-21-17-03-12,A1
10,True,33,174,161,99,123,2020-05-21-17-03-13,A1
10,True,33,192,162,99,123,2020-05-21-17-03-14,A1
10,True,33,150,163,99,123,2020-05-21-17-03-15,A1
10,True,33,166,164,99,124,2020-05-21-17-03-16,A1
10,True,33,164,165,98,124,2020-05-21-17-03-17,A1
10,True,33,166,166,98,124,2020-05-21-17-03-18,A1
10,True,33,170,167,98,124,2020-05-21-17-03-19,A1
10,True,33,188,168,98,124,2020-05-21-17-03-20,A1
10,True,33,152,169,98,124,2020-05-21-17-03-21,A1
10,True,33,162,170,98,124,2020-05-21-17-03-22,A1
10,True,33,166,171,98,125,2020-05-21-17-03-23,A1
10,True,33,168,172,98,126,2020-05-21-17-03-24,A1
10,True,33,166,173,98,127,2020-05-21-17-03-25,A1
10,True,33,166,174,98,127,2020-05-21-17-03-26,A1
10,True,33,164,175,98,127,2020-05-21-17-03-27,A1
10,True,33,184,176,98,127,2020-05-21-17-03-28,A1
10,True,33,172,177,98,127,2020-05-21-17-03-29,A1
10,True,33,162,178,98,127,2020-05-21-17-03-30,A1
10,True,33,186,179,98,126,2020-05-21-17-03-31,A1
10,True,33,164,180,99,126,2020-05-21-17-03-32,A1
10,True,33,168,181,98,125,2020-05-21-17-03-33,A1
10,True,33,186,182,98,126,2020-05-21-17-03-34,A1
10,True,33,166,183,98,125,2020-05-21-17-03-35,A1
10,True,33,196,184,99,126,2020-05-21-17-03-36,A1
10,True,33,208,185,99,126,2020-05-21-17-03-37,A1
10,True,33,174,186,99,126,2020-05-21-17-03-38,A1
10,True,33,166,187,99,126,2020-05-21-17-03-39,A1
10,True,33,178,188,99,126,2020-05-21-17-03-40,A1
10,True,33,156,189,99,127,2020-05-21-17-03-41,A1
10,True,33,220,190,99,127,2020-05-21-17-03-42,A1
10,True,33,166,191,99,127,2020-05-21-17-03-43,A1
10,True,33,166,192,99,127,2020-05-21-17-03-44,A1
10,True,33,166,193,99,127,2020-05-21-17-03-45,A1
10,True,33,166,194,99,127,2020-05-21-17-03-46,A1
10,True,33,166,195,99,127,2020-05-21-17-03-47,A1
10,True,33,166,196,99,127,2020-05-21-17-03-48,A1
10,True,33,166,197,99,127,2020-05-21-17-03-49,A1
10,True,33,166,198,99,127,2020-05-21-17-03-50,A1
10,True,33,164,199,99,127,2020-05-21-17-03-51,A1
10,True,33,164,200,99,127,2020-05-21-17-03-52,A1
10,True,33,142,201,99,127,2020-05-21-17-03-53,A1
10,True,33,106,202,99,127,2020-05-21-17-03-54,A1
10,True,33,80,203,99,127,2020-05-21-17-03-55,A1
10,True,33,90,204,99,127,2020-05-21-17-03-56,A1
10,True,33,134,205,99,127,2020-05-21-17-03-57,A1
10,True,33,100,206,99,127,2020-05-21-17-03-58,A1
10,True,33,100,207,99,127,2020-05-21-17-03-59,A1
10,True,33,80,208,99,128,2020-05-21-17-04-00,A1
10,True,33,84,209,99,128,2020-05-21-17-04-01,A1
10,True,33,118,210,99,127,2020-05-21-17-04-02,A1
10,True,33,70,211,99,127,2020-05-21-17-04-03,A1
10,True,33,104,212,100,127,2020-05-21-17-04-04,A1
10,True,33,90,213,100,127,2020-05-21-17-04-05,A1
10,True,33,86,214,100,126,2020-05-21-17-04-06,A1
10,True,33,82,215,100,125,2020-05-21-17-04-07,A1
10,True,33,80,216,100,125,2020-05-21-17-04-08,A1
10,True,33,84,217,100,125,2020-05-21-17-04-09,A1
10,True,33,86,218,100,125,2020-05-21-17-04-10,A1
10,True,33,72,219,99,125,2020-05-21-17-04-11,A1
10,True,33,92,220,99,125,2020-05-21-17-04-12,A1
10,True,33,92,221,99,125,2020-05-21-17-04-13,A1
10,True,33,92,222,99,125,2020-05-21-17-04-14,A1
10,True,33,92,223,99,125,2020-05-21-17-04-15,A1
10,True,33,114,224,99,125,2020-05-21-17-04-16,A1
10,True,33,118,225,99,125,2020-05-21-17-04-17,A1
10,True,33,108,226,99,125,2020-05-21-17-04-18,A1
10,True,33,122,227,99,128,2020-05-21-17-04-19,A1
10,True,33,114,228,99,132,2020-05-21-17-04-20,A1
10,True,33,102,229,99,134,2020-05-21-17-04-21,A1
10,True,33,108,230,99,135,2020-05-21-17-04-22,A1
10,True,33,118,231,99,137,2020-05-21-17-04-23,A1
10,True,33,116,232,99,136,2020-05-21-17-04-24,A1
10,True,33,120,233,99,133,2020-05-21-17-04-25,A1
10,True,33,104,234,99,131,2020-05-21-17-04-26,A1
10,True,33,110,235,99,127,2020-05-21-17-04-27,A1
10,True,33,116,236,99,125,2020-05-21-17-04-28,A1
10,True,33,146,237,99,124,2020-05-21-17-04-29,A1
10,True,33,120,238,99,123,2020-05-21-17-04-30,A1
10,True,33,110,239,99,122,2020-05-21-17-04-31,A1
10,True,33,126,240,98,122,2020-05-21-17-04-32,A1
10,True,33,118,241,99,121,2020-05-21-17-04-33,A1
10,True,33,122,242,98,121,2020-05-21-17-04-34,A1
10,True,33,116,243,98,120,2020-05-21-17-04-35,A1
10,True,33,130,244,98,120,2020-05-21-17-04-36,A1
10,True,33,108,245,99,121,2020-05-21-17-04-37,A1
10,True,33,100,246,99,121,2020-05-21-17-04-38,A1
10,True,33,104,247,99,121,2020-05-21-17-04-39,A1
10,True,33,108,248,99,121,2020-05-21-17-04-40,A1
10,True,33,102,249,99,121,2020-05-21-17-04-41,A1
10,True,33,106,250,99,121,2020-05-21-17-04-42,A1
10,True,33,90,251,99,123,2020-05-21-17-04-43,A1
10,True,33,84,252,99,125,2020-05-21-17-04-44,A1
10,True,33,92,253,99,129,2020-05-21-17-04-45,A1
10,True,33,86,254,99,130,2020-05-21-17-04-46,A1
10,True,33,90,255,99,129,2020-05-21-17-04-47,A1
10,True,33,104,256,99,127,2020-05-21-17-04-48,A1
10,True,33,90,257,99,125,2020-05-21-17-04-49,A1
10,True,33,96,258,99,124,2020-05-21-17-04-50,A1
10,True,33,106,259,99,122,2020-05-21-17-04-51,A1
10,True,33,98,260,99,122,2020-05-21-17-04-52,A1
10,True,33,96,261,99,121,2020-05-21-17-04-53,A1
10,True,33,102,262,99,120,2020-05-21-17-04-54,A1
10,True,33,104,263,99,121,2020-05-21-17-04-55,A1
10,True,33,104,264,99,121,2020-05-21-17-04-56,A1
10,True,33,110,265,99,121,2020-05-21-17-04-57,A1
10,True,33,100,266,99,121,2020-05-21-17-04-58,A1
10,True,33,100,267,99,122,2020-05-21-17-04-59,A1
10,True,33,110,268,99,122,2020-05-21-17-05-00,A1
10,True,33,108,269,99,123,2020-05-21-17-05-01,A1
10,True,33,98,270,99,124,2020-05-21-17-05-02,A1
10,True,33,102,271,99,124,2020-05-21-17-05-03,A1
10,True,33,100,272,99,125,2020-05-21-17-05-04,A1
10,True,33,98,273,99,126,2020-05-21-17-05-05,A1
10,True,33,98,274,99,126,2020-05-21-17-05-06,A1
10,True,33,98,275,99,126,2020-05-21-17-05-07,A1
10,True,33,98,276,99,126,2020-05-21-17-05-08,A1
10,True,33,98,277,99,127,2020-05-21-17-05-09,A1
10,True,33,118,278,99,127,2020-05-21-17-05-10,A1
10,True,33,114,279,100,128,2020-05-21-17-05-11,A1
10,True,33,114,280,100,128,2020-05-21-17-05-12,A1
10,True,33,112,281,99,128,2020-05-21-17-05-13,A1
10,True,33,126,282,99,128,2020-05-21-17-05-14,A1
10,True,33,116,283,99,128,2020-05-21-17-05-15,A1
10,True,33,112,284,99,128,2020-05-21-17-05-16,A1
10,True,33,122,285,99,127,2020-05-21-17-05-17,A1
10,True,33,108,286,99,127,2020-05-21-17-05-18,A1
10,True,33,124,287,99,126,2020-05-21-17-05-19,A1
10,True,33,114,288,99,126,2020-05-21-17-05-20,A1
10,True,33,106,289,98,126,2020-05-21-17-05-21,A1
10,True,33,112,290,99,127,2020-05-21-17-05-22,A1
10,True,33,118,291,99,128,2020-05-21-17-05-23,A1
10,True,33,106,292,99,128,2020-05-21-17-05-24,A1
10,True,33,112,293,99,128,2020-05-21-17-05-25,A1
10,True,33,110,294,99,128,2020-05-21-17-05-26,A1
10,True,33,132,295,99,128,2020-05-21-17-05-27,A1
10,True,33,104,296,99,128,2020-05-21-17-05-28,A1
10,True,33,90,297,99,128,2020-05-21-17-05-29,A1
10,True,33,142,298,99,128,2020-05-21-17-05-30,A1
10,True,33,110,299,99,128,2020-05-21-17-05-31,A1
10,True,33,104,300,99,128,2020-05-21-17-05-32,A1
10,True,33,104,301,99,128,2020-05-21-17-05-33,A1
10,True,33,106,302,100,129,2020-05-21-17-05-34,A1
10,True,33,116,303,100,128,2020-05-21-17-05-35,A1
10,True,33,102,304,99,129,2020-05-21-17-05-36,A1
10,True,33,110,305,99,128,2020-05-21-17-05-37,A1
10,True,33,112,306,99,128,2020-05-21-17-05-38,A1
10,True,33,108,307,99,128,2020-05-21-17-05-39,A1
10,True,33,102,308,99,129,2020-05-21-17-05-40,A1
10,True,33,116,309,99,129,2020-05-21-17-05-41,A1
10,True,33,110,310,99,129,2020-05-21-17-05-42,A1
