53,34490,34578,34608,34594,34542,34435,34178,33786,33391,33097,32911,32807,32771,32730,32587,32344,32109,31929,31801,31701,31619,31534,31380,31162,30983,680,2019-12-19-22-01-19
53,30945,31105,31487,32090,32814,33499,34034,34407,34626,34719,34716,34648,34530,34335,34077,33811,33581,33390,33224,33082,32943,32783,32600,32422,32264,681,2019-12-19-22-01-19
53,32121,31979,31838,31701,31574,31458,31358,31292,31300,31429,31725,32200,32812,33460,34021,34423,34644,34702,34641,34516,34371,34214,34034,33829,33605,682,2019-12-19-22-01-20
53,33361,33108,32872,32678,32525,32382,32238,32086,31919,31738,31567,31448,31379,31323,31260,31203,31189,31286,31575,32091,32764,33447,34025,34419,34602,683,2019-12-19-22-01-20
53,34607,34516,34417,34331,34223,34070,33870,33590,33247,32920,32686,32536,32423,32332,32231,32068,31846,31632,31491,31424,31389,31356,31306,31190,31068,684,2019-12-19-22-01-20
53,31106,31434,32028,32770,33532,34159,34509,34588,34529,34448,34377,34298,34194,34044,33754,33338,32936,32664,32519,32460,32468,32462,32332,32086,31844,685,2019-12-19-22-01-21
53,31677,31586,31543,31525,31495,31353,31138,31039,31216,31689,32390,33217,33977,34476,34679,34717,34689,34639,34567,34466,34315,34043,33664,33290,33006,686,2019-12-19-22-01-21
53,32816,32697,32634,32567,32422,32199,31978,31801,31671,31573,31494,31414,31283,31115,31003,31060,31342,31848,32529,33260,33888,34322,34567,34663,34660,687,2019-12-19-22-01-21
53,34590,34471,34306,34093,33841,33578,33329,33110,32907,32717,32535,32364,32196,32034,31882,31740,31599,31459,31331,31230,31151,31094,31100,31233,31534,688,2019-12-19-22-01-22
53,32006,32608,33258,33841,34259,34495,34576,34542,34433,34278,34116,33946,33748,33513,33260,32994,32726,32485,32297,32152,32009,31867,31726,31579,31424,689,2019-12-19-22-01-22
53,31282,31195,31159,31135,31123,31174,31323,31610,32077,32714,33401,33986,34395,34611,34638,34529,34367,34224,34102,33962,33787,33575,33279,32910,32568,690,2019-12-19-22-01-22
53,32338,32211,32134,32090,32031,31884,31658,31447,31317,31265,31247,31240,31244,31221,31246,31472,31978,32676,33412,34070,34525,34689,34611,34456,34317,691,2019-12-19-22-01-23
53,34206,34091,33951,33765,33444,33011,32611,32352,32222,32173,32185,32176,32044,31802,31573,31419,31341,31305,31291,31271,31190,31116,31226,31624,32269,692,2019-12-19-22-01-23
53,33034,33790,34374,34669,34701,34616,34504,34395,34275,34132,33948,33676,33332,33001,32750,32581,32463,32383,32294,32149,31950,31760,31609,31500,31414,693,2019-12-19-22-01-23
53,31335,31252,31160,31109,31193,31491,31999,32644,33318,33901,34310,34527,34595,34569,34486,34354,34180,33975,33761,33546,33330,33124,32932,32746,32560,694,2019-12-19-22-01-24
53,32385,32232,32095,31959,31830,31711,31596,31482,31376,31305,31284,31337,31520,31872,32376,32966,33560,34078,34450,34638,34677,34621,34496,34319,34111,695,2019-12-19-22-01-24
53,33918,33740,33551,33341,33122,32875,32600,32341,32151,32020,31902,31791,31677,31533,31364,31215,31139,31127,31154,31247,31465,31794,32220,32754,33362,696,2019-12-19-22-01-24
53,33927,34337,34586,34680,34611,34419,34200,34020,33880,33739,33581,33393,33104,32726,32380,32158,32046,31992,31982,31953,31822,31600,31401,31285,31244,697,2019-12-19-22-01-25
53,31243,31290,31414,31575,31811,32220,32823,33489,34079,34536,34800,34816,34639,34418,34224,34060,33903,33744,33563,33273,32891,32540,32308,32184,32130,698,2019-12-19-22-01-25
