Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,292,92,85,160,2019-10-22-16-10-52
10,True,33,272,93,85,159,2019-10-22-16-10-53
10,True,33,276,94,85,159,2019-10-22-16-10-54
10,True,33,300,95,85,159,2019-10-22-16-10-55
10,True,33,284,96,86,158,2019-10-22-16-10-56
10,True,33,276,97,86,159,2019-10-22-16-10-57
10,True,33,236,98,86,159,2019-10-22-16-10-58
10,True,33,278,99,86,159,2019-10-22-16-10-59
10,True,33,362,100,86,159,2019-10-22-16-11-00
10,True,33,256,101,86,159,2019-10-22-16-11-01
10,True,33,320,102,86,160,2019-10-22-16-11-02
10,True,33,286,103,85,160,2019-10-22-16-11-03
10,True,33,274,104,85,160,2019-10-22-16-11-04
10,True,33,422,105,84,159,2019-10-22-16-11-05
10,True,33,286,106,84,159,2019-10-22-16-11-06
10,True,33,216,107,84,159,2019-10-22-16-11-07
10,True,33,264,108,84,159,2019-10-22-16-11-08
10,True,33,282,109,85,159,2019-10-22-16-11-09
10,True,33,386,110,85,159,2019-10-22-16-11-10
10,True,33,462,111,86,159,2019-10-22-16-11-11
10,True,33,398,112,85,160,2019-10-22-16-11-12
10,True,33,298,113,85,160,2019-10-22-16-11-13
10,True,33,372,114,85,159,2019-10-22-16-11-14
10,True,33,280,115,86,159,2019-10-22-16-11-15
10,True,33,280,116,86,159,2019-10-22-16-11-16
10,True,33,310,117,86,160,2019-10-22-16-11-17
10,True,33,278,118,86,160,2019-10-22-16-11-18
10,True,33,276,119,85,160,2019-10-22-16-11-19
10,True,33,330,120,86,160,2019-10-22-16-11-20
10,True,33,264,121,86,160,2019-10-22-16-11-21
10,True,33,284,122,86,159,2019-10-22-16-11-22
10,True,33,284,123,86,159,2019-10-22-16-11-23
10,True,33,280,124,86,159,2019-10-22-16-11-24
10,True,33,230,125,86,159,2019-10-22-16-11-25
10,True,33,288,126,86,159,2019-10-22-16-11-26
10,True,33,260,127,86,159,2019-10-22-16-11-27
10,True,33,290,128,86,159,2019-10-22-16-11-28
10,True,33,260,129,86,160,2019-10-22-16-11-29
10,True,33,290,130,86,160,2019-10-22-16-11-30
10,True,33,332,131,86,161,2019-10-22-16-11-31
10,True,33,294,132,85,161,2019-10-22-16-11-32
10,True,33,272,133,85,161,2019-10-22-16-11-33
10,True,33,288,134,85,161,2019-10-22-16-11-34
10,True,33,262,135,84,160,2019-10-22-16-11-35
10,True,33,276,136,85,160,2019-10-22-16-11-36
10,True,33,264,137,85,160,2019-10-22-16-11-37
10,True,33,334,138,85,159,2019-10-22-16-11-38
10,True,33,302,139,86,159,2019-10-22-16-11-39
10,True,33,278,140,86,160,2019-10-22-16-11-40
10,True,33,316,141,86,160,2019-10-22-16-11-41
10,True,33,282,142,86,161,2019-10-22-16-11-42
10,True,33,292,143,86,161,2019-10-22-16-11-43
10,True,33,288,144,86,160,2019-10-22-16-11-44
10,True,33,300,145,86,160,2019-10-22-16-11-45
10,True,33,306,146,85,159,2019-10-22-16-11-46
10,True,33,294,147,85,158,2019-10-22-16-11-47
10,True,33,274,148,85,157,2019-10-22-16-11-48
10,True,33,296,149,86,157,2019-10-22-16-11-49
10,True,33,278,150,86,157,2019-10-22-16-11-50
10,True,33,316,151,86,157,2019-10-22-16-11-51
10,True,33,302,152,86,159,2019-10-22-16-11-52
10,True,33,258,153,86,159,2019-10-22-16-11-53
10,True,33,278,154,86,159,2019-10-22-16-11-54
10,True,33,298,155,86,159,2019-10-22-16-11-55
10,True,33,282,156,85,159,2019-10-22-16-11-56
10,True,33,302,157,85,159,2019-10-22-16-11-57
10,True,33,286,158,84,159,2019-10-22-16-11-58
10,True,33,300,159,84,160,2019-10-22-16-11-59
10,True,33,306,160,84,160,2019-10-22-16-12-00
