Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,90,197,99,102,2020-05-21-15-40-02,B1
10,True,33,90,198,99,102,2020-05-21-15-40-03,B1
10,True,33,88,199,99,102,2020-05-21-15-40-04,B1
10,True,33,90,200,98,101,2020-05-21-15-40-05,B1
10,True,33,90,201,98,101,2020-05-21-15-40-06,B1
10,True,33,84,202,98,101,2020-05-21-15-40-07,B1
10,True,33,86,203,98,101,2020-05-21-15-40-08,B1
10,True,33,108,204,98,101,2020-05-21-15-40-09,B1
10,True,33,136,205,98,101,2020-05-21-15-40-10,B1
10,True,33,98,206,98,101,2020-05-21-15-40-11,B1
10,True,33,80,207,99,101,2020-05-21-15-40-12,B1
10,True,33,114,208,99,103,2020-05-21-15-40-13,B1
10,True,33,74,209,99,106,2020-05-21-15-40-14,B1
10,True,33,84,210,100,108,2020-05-21-15-40-15,B1
10,True,33,96,211,100,109,2020-05-21-15-40-16,B1
10,True,33,94,212,99,109,2020-05-21-15-40-17,B1
10,True,33,84,213,99,110,2020-05-21-15-40-18,B1
10,True,33,86,214,99,111,2020-05-21-15-40-19,B1
10,True,33,96,215,99,111,2020-05-21-15-40-20,B1
10,True,33,96,216,99,111,2020-05-21-15-40-21,B1
10,True,33,80,217,99,111,2020-05-21-15-40-22,B1
10,True,33,90,218,99,111,2020-05-21-15-40-23,B1
10,True,33,94,219,99,111,2020-05-21-15-40-24,B1
10,True,33,94,220,99,113,2020-05-21-15-40-25,B1
10,True,33,98,221,99,116,2020-05-21-15-40-26,B1
10,True,33,98,222,99,116,2020-05-21-15-40-27,B1
10,True,33,106,223,99,116,2020-05-21-15-40-28,B1
10,True,33,82,224,99,116,2020-05-21-15-40-29,B1
10,True,33,100,225,98,118,2020-05-21-15-40-30,B1
10,True,33,88,226,98,121,2020-05-21-15-40-31,B1
10,True,33,90,227,98,124,2020-05-21-15-40-32,B1
10,True,33,82,228,99,125,2020-05-21-15-40-33,B1
10,True,33,94,229,99,126,2020-05-21-15-40-34,B1
10,True,33,86,230,99,126,2020-05-21-15-40-35,B1
10,True,33,86,231,99,126,2020-05-21-15-40-36,B1
10,True,33,90,232,99,127,2020-05-21-15-40-37,B1
10,True,33,92,233,99,127,2020-05-21-15-40-38,B1
10,True,33,86,234,99,128,2020-05-21-15-40-39,B1
10,True,33,106,235,99,128,2020-05-21-15-40-40,B1
10,True,33,132,236,98,128,2020-05-21-15-40-41,B1
10,True,33,106,237,98,128,2020-05-21-15-40-42,B1
10,True,33,112,238,98,128,2020-05-21-15-40-43,B1
10,True,33,118,239,98,129,2020-05-21-15-40-44,B1
10,True,33,112,240,98,129,2020-05-21-15-40-45,B1
10,True,33,122,241,98,129,2020-05-21-15-40-46,B1
10,True,33,114,242,98,129,2020-05-21-15-40-47,B1
10,True,33,104,243,98,128,2020-05-21-15-40-48,B1
10,True,33,110,244,98,127,2020-05-21-15-40-49,B1
10,True,33,110,245,98,127,2020-05-21-15-40-50,B1
10,True,33,108,246,98,126,2020-05-21-15-40-51,B1
10,True,33,104,247,98,125,2020-05-21-15-40-52,B1
10,True,33,108,248,98,125,2020-05-21-15-40-53,B1
10,True,33,112,249,98,125,2020-05-21-15-40-54,B1
10,True,33,108,250,98,123,2020-05-21-15-40-55,B1
10,True,33,108,251,98,121,2020-05-21-15-40-56,B1
10,True,33,114,252,98,118,2020-05-21-15-40-57,B1
10,True,33,106,253,98,115,2020-05-21-15-40-58,B1
10,True,33,106,254,98,113,2020-05-21-15-40-59,B1
10,True,33,108,255,98,111,2020-05-21-15-41-00,B1
10,True,33,100,256,98,110,2020-05-21-15-41-01,B1
10,True,33,96,257,98,110,2020-05-21-15-41-02,B1
10,True,33,100,258,99,109,2020-05-21-15-41-03,B1
10,True,33,100,259,99,109,2020-05-21-15-41-04,B1
10,True,33,98,260,98,109,2020-05-21-15-41-05,B1
10,True,33,92,261,98,109,2020-05-21-15-41-06,B1
10,True,33,90,262,98,110,2020-05-21-15-41-07,B1
10,True,33,78,263,98,112,2020-05-21-15-41-08,B1
10,True,33,64,264,98,115,2020-05-21-15-41-09,B1
10,True,33,74,265,98,116,2020-05-21-15-41-10,B1
10,True,33,76,266,98,118,2020-05-21-15-41-11,B1
10,True,33,80,267,98,120,2020-05-21-15-41-12,B1
10,True,33,78,268,98,122,2020-05-21-15-41-13,B1
10,True,33,78,269,98,123,2020-05-21-15-41-14,B1
10,True,33,94,270,98,124,2020-05-21-15-41-15,B1
10,True,33,80,271,98,124,2020-05-21-15-41-16,B1
10,True,33,80,272,98,125,2020-05-21-15-41-17,B1
10,True,33,80,273,98,127,2020-05-21-15-41-18,B1
10,True,33,76,274,98,128,2020-05-21-15-41-19,B1
10,True,33,70,275,98,129,2020-05-21-15-41-20,B1
10,True,33,110,276,98,130,2020-05-21-15-41-21,B1
10,True,33,122,277,98,130,2020-05-21-15-41-22,B1
10,True,33,104,278,98,131,2020-05-21-15-41-23,B1
10,True,33,114,279,99,134,2020-05-21-15-41-24,B1
10,True,33,102,280,99,134,2020-05-21-15-41-25,B1
10,True,33,100,281,99,134,2020-05-21-15-41-26,B1
10,True,33,96,282,99,135,2020-05-21-15-41-27,B1
10,True,33,86,283,99,135,2020-05-21-15-41-28,B1
10,True,33,80,284,99,136,2020-05-21-15-41-29,B1
10,True,33,84,285,98,137,2020-05-21-15-41-30,B1
10,True,33,86,286,98,137,2020-05-21-15-41-31,B1
10,True,33,94,287,98,138,2020-05-21-15-41-32,B1
10,True,33,80,288,98,138,2020-05-21-15-41-33,B1
10,True,33,90,289,99,138,2020-05-21-15-41-34,B1
10,True,33,88,290,99,138,2020-05-21-15-41-35,B1
10,True,33,82,291,99,137,2020-05-21-15-41-36,B1
10,True,33,82,292,99,136,2020-05-21-15-41-37,B1
10,True,33,114,293,99,136,2020-05-21-15-41-38,B1
10,True,33,158,294,99,136,2020-05-21-15-41-39,B1
10,True,33,158,295,99,136,2020-05-21-15-41-40,B1
10,True,33,158,296,99,136,2020-05-21-15-41-41,B1
10,True,33,118,297,98,136,2020-05-21-15-41-42,B1
10,True,33,66,298,98,136,2020-05-21-15-41-43,B1
10,True,33,74,299,98,136,2020-05-21-15-41-44,B1
10,True,33,76,300,98,136,2020-05-21-15-41-45,B1
10,True,33,74,301,98,135,2020-05-21-15-41-46,B1
10,True,33,74,302,98,135,2020-05-21-15-41-47,B1
10,True,33,68,303,98,135,2020-05-21-15-41-48,B1
10,True,33,84,304,98,135,2020-05-21-15-41-49,B1
10,True,33,84,305,98,134,2020-05-21-15-41-50,B1
10,True,33,74,306,98,134,2020-05-21-15-41-51,B1
10,True,33,72,307,98,132,2020-05-21-15-41-52,B1
10,True,33,78,308,99,131,2020-05-21-15-41-53,B1
10,True,33,74,309,99,130,2020-05-21-15-41-54,B1
10,True,33,72,310,99,130,2020-05-21-15-41-55,B1
10,True,33,68,311,99,132,2020-05-21-15-41-56,B1
10,True,33,72,312,99,133,2020-05-21-15-41-57,B1
10,True,33,68,313,99,134,2020-05-21-15-41-58,B1
10,True,33,70,314,99,134,2020-05-21-15-41-59,B1
10,True,33,76,315,99,134,2020-05-21-15-42-00,B1
10,True,33,76,316,99,134,2020-05-21-15-42-01,B1
10,True,33,66,317,98,134,2020-05-21-15-42-02,B1
10,True,33,58,318,99,134,2020-05-21-15-42-03,B1
10,True,33,80,319,99,134,2020-05-21-15-42-04,B1
10,True,33,86,320,98,134,2020-05-21-15-42-05,B1
10,True,33,68,321,98,134,2020-05-21-15-42-06,B1
10,True,33,76,322,98,134,2020-05-21-15-42-07,B1
10,True,33,76,323,98,134,2020-05-21-15-42-08,B1
10,True,33,72,324,98,133,2020-05-21-15-42-09,B1
10,True,33,86,325,98,133,2020-05-21-15-42-10,B1
10,True,33,66,326,98,134,2020-05-21-15-42-11,B1
10,True,33,72,327,98,135,2020-05-21-15-42-12,B1
10,True,33,66,328,99,137,2020-05-21-15-42-13,B1
10,True,33,60,329,98,138,2020-05-21-15-42-14,B1
10,True,33,84,330,98,139,2020-05-21-15-42-15,B1
10,True,33,94,331,98,139,2020-05-21-15-42-16,B1
10,True,33,80,332,98,139,2020-05-21-15-42-17,B1
10,True,33,54,333,98,139,2020-05-21-15-42-18,B1
10,True,33,84,334,98,139,2020-05-21-15-42-19,B1
10,True,33,68,335,98,139,2020-05-21-15-42-20,B1
10,True,33,80,336,98,139,2020-05-21-15-42-21,B1
10,True,33,90,337,98,139,2020-05-21-15-42-22,B1
10,True,33,92,338,99,138,2020-05-21-15-42-23,B1
10,True,33,88,339,98,137,2020-05-21-15-42-24,B1
10,True,33,82,340,98,136,2020-05-21-15-42-25,B1
10,True,33,86,341,98,135,2020-05-21-15-42-26,B1
10,True,33,80,342,98,134,2020-05-21-15-42-27,B1
10,True,33,92,343,98,134,2020-05-21-15-42-28,B1
10,True,33,64,344,98,133,2020-05-21-15-42-29,B1
10,True,33,80,345,98,133,2020-05-21-15-42-30,B1
10,True,33,88,346,98,132,2020-05-21-15-42-31,B1
10,True,33,92,347,98,132,2020-05-21-15-42-32,B1
10,True,33,92,348,98,132,2020-05-21-15-42-33,B1
10,True,33,102,349,98,132,2020-05-21-15-42-34,B1
10,True,33,120,350,98,132,2020-05-21-15-42-35,B1
10,True,33,76,351,98,131,2020-05-21-15-42-36,B1
10,True,33,82,352,98,131,2020-05-21-15-42-37,B1
10,True,33,102,353,98,131,2020-05-21-15-42-38,B1
10,True,33,96,354,98,131,2020-05-21-15-42-39,B1
10,True,33,90,355,98,131,2020-05-21-15-42-40,B1
10,True,33,68,356,98,131,2020-05-21-15-42-41,B1
10,True,33,62,357,97,131,2020-05-21-15-42-42,B1
10,True,33,84,358,98,131,2020-05-21-15-42-43,B1
10,True,33,102,359,98,131,2020-05-21-15-42-44,B1
10,True,33,88,360,97,130,2020-05-21-15-42-45,B1
10,True,33,86,361,97,130,2020-05-21-15-42-46,B1
10,True,33,66,362,97,130,2020-05-21-15-42-47,B1
10,True,33,72,363,97,129,2020-05-21-15-42-48,B1
10,True,33,78,364,98,129,2020-05-21-15-42-49,B1
10,True,33,52,365,98,129,2020-05-21-15-42-50,B1
10,True,33,78,366,98,129,2020-05-21-15-42-51,B1
10,True,33,90,367,98,129,2020-05-21-15-42-52,B1
10,True,33,66,368,98,129,2020-05-21-15-42-53,B1
10,True,33,56,369,98,129,2020-05-21-15-42-54,B1
10,True,33,76,370,98,129,2020-05-21-15-42-55,B1
10,True,33,70,371,98,129,2020-05-21-15-42-56,B1
10,True,33,88,372,98,129,2020-05-21-15-42-57,B1
10,True,33,86,373,98,129,2020-05-21-15-42-58,B1
10,True,33,86,374,98,129,2020-05-21-15-42-59,B1
10,True,33,50,375,98,129,2020-05-21-15-43-00,B1
10,True,33,64,376,98,129,2020-05-21-15-43-01,B1
10,True,33,58,377,98,129,2020-05-21-15-43-02,B1
10,True,33,46,378,98,130,2020-05-21-15-43-03,B1
10,True,33,58,379,98,130,2020-05-21-15-43-04,B1
10,True,33,50,380,98,131,2020-05-21-15-43-05,B1
10,True,33,60,381,98,131,2020-05-21-15-43-06,B1
10,True,33,62,382,98,132,2020-05-21-15-43-07,B1
10,True,33,52,383,98,133,2020-05-21-15-43-08,B1
10,True,33,58,384,99,134,2020-05-21-15-43-09,B1
10,True,33,78,385,99,134,2020-05-21-15-43-10,B1
10,True,33,72,386,99,133,2020-05-21-15-43-11,B1
10,True,33,70,387,99,132,2020-05-21-15-43-12,B1
10,True,33,62,388,99,131,2020-05-21-15-43-13,B1
10,True,33,70,389,99,130,2020-05-21-15-43-14,B1
10,True,33,62,390,98,130,2020-05-21-15-43-15,B1
10,True,33,76,391,98,130,2020-05-21-15-43-16,B1
10,True,33,64,392,98,130,2020-05-21-15-43-17,B1
10,True,33,66,393,98,130,2020-05-21-15-43-18,B1
10,True,33,70,394,98,131,2020-05-21-15-43-19,B1
10,True,33,66,395,98,131,2020-05-21-15-43-20,B1
10,True,33,64,396,98,131,2020-05-21-15-43-21,B1
10,True,33,68,397,98,131,2020-05-21-15-43-22,B1
10,True,33,66,398,98,131,2020-05-21-15-43-23,B1
10,True,33,64,399,98,132,2020-05-21-15-43-24,B1
10,True,33,66,400,98,132,2020-05-21-15-43-25,B1
10,True,33,66,401,98,132,2020-05-21-15-43-26,B1
10,True,33,58,402,98,133,2020-05-21-15-43-27,B1
10,True,33,60,403,98,133,2020-05-21-15-43-28,B1
10,True,33,70,404,98,133,2020-05-21-15-43-29,B1
10,True,33,62,405,98,133,2020-05-21-15-43-30,B1
10,True,33,68,406,98,132,2020-05-21-15-43-31,B1
10,True,33,64,407,98,132,2020-05-21-15-43-32,B1
10,True,33,80,408,98,132,2020-05-21-15-43-33,B1
10,True,33,86,409,98,132,2020-05-21-15-43-34,B1
10,True,33,90,410,98,132,2020-05-21-15-43-35,B1
10,True,33,142,411,98,132,2020-05-21-15-43-36,B1
10,True,33,114,412,98,132,2020-05-21-15-43-37,B1
10,True,33,114,413,98,132,2020-05-21-15-43-38,B1
10,True,33,64,414,97,132,2020-05-21-15-43-39,B1
