Bytes,Status,Voltage,PAI,Counter,SPO2,Heart_Rate,Time_Stamp
10,True,33,42,32,99,135,2020-05-21-16-10-10,C1
10,True,33,42,33,99,135,2020-05-21-16-10-11,C1
10,True,33,38,34,99,135,2020-05-21-16-10-12,C1
10,True,33,40,35,99,136,2020-05-21-16-10-13,C1
10,True,33,38,36,99,135,2020-05-21-16-10-14,C1
10,True,33,40,37,99,136,2020-05-21-16-10-15,C1
10,True,33,42,38,99,136,2020-05-21-16-10-16,C1
10,True,33,32,39,99,136,2020-05-21-16-10-17,C1
10,True,33,30,40,99,136,2020-05-21-16-10-18,C1
10,True,33,32,41,99,136,2020-05-21-16-10-19,C1
10,True,33,34,42,99,136,2020-05-21-16-10-20,C1
10,True,33,34,43,99,136,2020-05-21-16-10-21,C1
10,True,33,34,44,99,136,2020-05-21-16-10-22,C1
10,True,33,34,45,99,136,2020-05-21-16-10-23,C1
10,True,33,36,46,99,136,2020-05-21-16-10-24,C1
10,True,33,40,47,99,136,2020-05-21-16-10-25,C1
10,True,33,36,48,99,136,2020-05-21-16-10-26,C1
10,True,33,34,49,99,136,2020-05-21-16-10-27,C1
10,True,33,32,50,99,136,2020-05-21-16-10-28,C1
10,True,33,36,51,100,136,2020-05-21-16-10-29,C1
10,True,33,46,52,99,136,2020-05-21-16-10-30,C1
10,True,33,34,53,99,136,2020-05-21-16-10-31,C1
10,True,33,34,54,99,136,2020-05-21-16-10-32,C1
10,True,33,34,55,99,136,2020-05-21-16-10-33,C1
10,True,33,36,56,99,136,2020-05-21-16-10-34,C1
10,True,33,42,57,99,136,2020-05-21-16-10-35,C1
10,True,33,38,58,99,136,2020-05-21-16-10-36,C1
10,True,33,44,59,99,136,2020-05-21-16-10-37,C1
10,True,33,40,60,99,136,2020-05-21-16-10-38,C1
10,True,33,38,61,98,136,2020-05-21-16-10-39,C1
10,True,33,36,62,98,136,2020-05-21-16-10-40,C1
10,True,33,36,63,98,136,2020-05-21-16-10-41,C1
10,True,33,32,64,98,136,2020-05-21-16-10-42,C1
10,True,33,26,65,98,136,2020-05-21-16-10-43,C1
10,True,33,26,66,98,136,2020-05-21-16-10-44,C1
10,True,33,28,67,98,136,2020-05-21-16-10-45,C1
10,True,33,38,68,98,136,2020-05-21-16-10-46,C1
10,True,33,36,69,98,136,2020-05-21-16-10-47,C1
10,True,33,40,70,98,136,2020-05-21-16-10-48,C1
10,True,33,38,71,99,136,2020-05-21-16-10-49,C1
10,True,33,38,72,99,136,2020-05-21-16-10-50,C1
10,True,33,38,73,99,136,2020-05-21-16-10-51,C1
